ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0042274	ribosomal small subunit biogenesis	1/1	104/18870	0.00551139374668785	0.0162294647588762	NA	RPS27L	1
GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	1/1	111/18870	0.00588235294117645	0.0162294647588762	NA	RPS27L	1
GO:0000077	DNA damage checkpoint signaling	1/1	126/18870	0.00667726550079484	0.0162294647588762	NA	RPS27L	1
GO:2001056	positive regulation of cysteine-type endopeptidase activity	1/1	129/18870	0.00683624801271843	0.0162294647588762	NA	RPS27L	1
GO:0031570	DNA integrity checkpoint signaling	1/1	135/18870	0.00715421303656594	0.0162294647588762	NA	RPS27L	1
GO:0045727	positive regulation of translation	1/1	141/18870	0.00747217806041323	0.0162294647588762	NA	RPS27L	1
GO:0007093	mitotic cell cycle checkpoint signaling	1/1	142/18870	0.00752517223105453	0.0162294647588762	NA	RPS27L	1
GO:0010950	positive regulation of endopeptidase activity	1/1	156/18870	0.00826709062003173	0.0162294647588762	NA	RPS27L	1
GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	1/1	163/18870	0.00863804981452032	0.0162294647588762	NA	RPS27L	1
GO:0034250	positive regulation of amide metabolic process	1/1	169/18870	0.00895601483836761	0.0162294647588762	NA	RPS27L	1
GO:0010952	positive regulation of peptidase activity	1/1	170/18870	0.00900900900900881	0.0162294647588762	NA	RPS27L	1
GO:0072331	signal transduction by p53 class mediator	1/1	175/18870	0.0092739798622149	0.0162294647588762	NA	RPS27L	1
GO:2000045	regulation of G1/S transition of mitotic cell cycle	1/1	183/18870	0.0096979332273448	0.0162294647588762	NA	RPS27L	1
GO:0042770	signal transduction in response to DNA damage	1/1	189/18870	0.0100158982511921	0.0162294647588762	NA	RPS27L	1
GO:0000075	cell cycle checkpoint signaling	1/1	192/18870	0.0101748807631159	0.0162294647588762	NA	RPS27L	1
GO:2000116	regulation of cysteine-type endopeptidase activity	1/1	195/18870	0.0103338632750397	0.0162294647588762	NA	RPS27L	1
GO:1901991	negative regulation of mitotic cell cycle phase transition	1/1	196/18870	0.0103868574456808	0.0162294647588762	NA	RPS27L	1
GO:1902806	regulation of cell cycle G1/S phase transition	1/1	209/18870	0.0110757816640168	0.0167814873697224	NA	RPS27L	1
GO:0022618	protein-RNA complex assembly	1/1	235/18870	0.0124536301006889	0.018046663515662	NA	RPS27L	1
GO:0071826	protein-RNA complex organization	1/1	243/18870	0.0128775834658187	0.018046663515662	NA	RPS27L	1
GO:0045930	negative regulation of mitotic cell cycle	1/1	248/18870	0.0131425543190248	0.018046663515662	NA	RPS27L	1
GO:0000082	G1/S transition of mitotic cell cycle	1/1	252/18870	0.0133545310015899	0.018046663515662	NA	RPS27L	1
GO:1901988	negative regulation of cell cycle phase transition	1/1	277/18870	0.0146793852676206	0.0189556071909011	NA	RPS27L	1
GO:0044843	cell cycle G1/S phase transition	1/1	279/18870	0.0147853736089029	0.0189556071909011	NA	RPS27L	1
GO:0052548	regulation of endopeptidase activity	1/1	288/18870	0.0152623211446742	0.0190779014308427	NA	RPS27L	1
GO:0052547	regulation of peptidase activity	1/1	312/18870	0.0165341812400635	0.0195717107481814	NA	RPS27L	1
GO:0097193	intrinsic apoptotic signaling pathway	1/1	319/18870	0.016905140434552	0.0195717107481814	NA	RPS27L	1
GO:0010948	negative regulation of cell cycle process	1/1	320/18870	0.0169581346051931	0.0195717107481814	NA	RPS27L	1
GO:0042254	ribosome biogenesis	1/1	325/18870	0.0172231054583997	0.0195717107481814	NA	RPS27L	1
GO:0045862	positive regulation of proteolysis	1/1	350/18870	0.0185479597244301	0.0204488375843872	NA	RPS27L	1
GO:1901990	regulation of mitotic cell cycle phase transition	1/1	355/18870	0.0188129305776362	0.0204488375843872	NA	RPS27L	1
GO:0045786	negative regulation of cell cycle	1/1	407/18870	0.0215686274509802	0.0225225225225225	NA	RPS27L	1
GO:0140694	non-membrane-bounded organelle assembly	1/1	408/18870	0.0216216216216216	0.0225225225225225	NA	RPS27L	1
GO:1901987	regulation of cell cycle phase transition	1/1	456/18870	0.0241653418124006	0.02465851205347	NA	RPS27L	1
GO:0044772	mitotic cell cycle phase transition	1/1	470/18870	0.0249072602013778	0.0249072602013778	NA	RPS27L	1
